,loss,accuracy,val_loss,val_accuracy
0,0.9866830706596375,0.7116600275039673,1.152251124382019,0.6729000210762024
1,0.5117642283439636,0.84961998462677,1.122298002243042,0.6780999898910522
2,0.41993385553359985,0.8789200186729431,1.0494859218597412,0.7034000158309937
3,0.38020768761634827,0.8929799795150757,1.0004156827926636,0.7129999995231628
4,0.34182441234588623,0.9068199992179871,0.9797064661979675,0.7229999899864197
5,0.31175515055656433,0.9167799949645996,0.9682834148406982,0.7268999814987183
6,0.28709104657173157,0.9249600172042847,0.9534311294555664,0.7317000031471252
7,0.2621341049671173,0.9332399964332581,0.9636031985282898,0.7282999753952026
8,0.2377825826406479,0.9426199793815613,0.9706165194511414,0.7275999784469604
9,0.21809212863445282,0.9482799768447876,0.9821159243583679,0.7258999943733215
10,0.20328111946582794,0.9539200067520142,0.9728968739509583,0.7307000160217285
11,0.1852601319551468,0.9590799808502197,0.969386637210846,0.7348999977111816
