,loss,accuracy,val_loss,val_accuracy
0,3.7638659477233887,0.13313999772071838,3.0529046058654785,0.24690000712871552
1,2.5278735160827637,0.3533799946308136,2.088984489440918,0.44690001010894775
2,1.7525476217269897,0.5202599763870239,1.6265476942062378,0.5450000166893005
3,1.3170644044876099,0.6237800121307373,1.4117499589920044,0.6043999791145325
4,1.0543946027755737,0.6931800246238708,1.3280534744262695,0.629800021648407
5,0.841832160949707,0.7513599991798401,1.2847684621810913,0.6545000076293945
6,0.6593823432922363,0.8024399876594543,1.321994423866272,0.6560999751091003
7,0.5118861198425293,0.8454999923706055,1.399848461151123,0.6676999926567078
8,0.38759955763816833,0.8803600072860718,1.3799382448196411,0.6704999804496765
9,0.28737857937812805,0.9113600254058838,1.5167957544326782,0.6743999719619751
10,0.20010912418365479,0.9376599788665771,1.6565544605255127,0.6739000082015991
