,loss,accuracy,val_loss,val_accuracy
0,1.5448495149612427,0.5930799841880798,0.960197389125824,0.7188000082969666
1,0.47633862495422363,0.8627200126647949,0.9071477651596069,0.7332000136375427
2,0.342491090297699,0.903439998626709,0.851503312587738,0.758400022983551
3,0.2641845941543579,0.927299976348877,0.8222940564155579,0.7651000022888184
4,0.19193300604820251,0.9501799941062927,0.8161339163780212,0.7669000029563904
5,0.13665425777435303,0.9689599871635437,0.7889061570167542,0.7778000235557556
6,0.09451743960380554,0.9794800281524658,0.8689183592796326,0.7764000296592712
7,0.07293681800365448,0.9877600073814392,0.8285785913467407,0.7817000150680542
8,0.04282010719180107,0.9923200011253357,0.9042224884033203,0.7767000198364258
9,0.031063871458172798,0.9956799745559692,0.8426291942596436,0.7799999713897705
10,0.026876229792833328,0.9970399737358093,0.9249759912490845,0.7821000218391418
