uptime_s,current_a
7527.057000,0.374050000
7527.259000,0.373650000
7527.461000,0.375150000
7527.662000,0.374850000
7527.864000,0.377150000
7528.066000,0.377950000
7528.268000,0.373750000
7528.470000,0.391450000
7528.671000,0.374150000
7528.873000,0.374200000
7529.075000,0.330900000
7529.277000,0.329850000
7529.479000,0.329100000
7529.680000,0.329000000
7529.882000,0.331900000
7530.084000,0.339500000
7530.286000,0.329300000
7530.488000,0.328850000
7530.689000,0.328950000
7530.891000,0.328950000
7531.093000,0.328450000
7531.295000,0.328550000
7531.497000,0.328800000
7531.698000,0.329350000
7531.900000,0.328850000
7532.102000,0.333850000
7532.304000,0.334000000
7532.506000,0.365950000
7532.707000,0.333850000
7532.909000,0.328850000
7533.111000,0.328950000
7533.313000,0.328600000
7533.515000,0.330700000
7533.716000,0.329050000
7533.918000,0.328800000
7534.120000,0.330000000
7534.322000,0.366150000
7534.524000,0.328850000
7534.725000,0.328950000
7534.927000,0.329050000
7535.129000,0.329300000
7535.331000,0.328600000
7535.533000,0.329450000
7535.734000,0.328900000
7535.936000,0.328600000
7536.138000,0.328350000
7536.340000,0.328850000
7536.542000,0.328700000
7536.743000,0.328650000
7536.945000,0.329100000
7537.147000,0.877550000
7537.349000,1.398000000
7537.551000,1.273850000
7537.752000,1.323900000
7537.954000,1.283800000
7538.156000,1.351100000
7538.358000,1.370400000
7538.560000,1.140750000
7538.761000,1.389450000
7538.963000,1.219200000
7539.165000,0.466850000
7539.367000,0.466800000
7539.569000,0.465050000
7539.770000,0.464850000
7539.972000,0.469450000
7540.174000,0.467000000
7540.376000,0.465650000
7540.578000,0.469150000
7540.779000,0.466250000
7540.981000,0.465350000
7541.183000,0.419250000
7541.385000,0.419300000
7541.587000,0.419350000
7541.788000,0.420150000
7541.990000,0.419150000
7542.192000,0.419000000
7542.394000,0.329300000
7542.596000,0.330150000
7542.797000,0.330150000
7542.999000,0.329800000
7543.201000,0.329600000
7543.403000,0.330200000
7543.605000,0.330000000
7543.806000,0.332650000
7544.008000,0.329800000
7544.210000,0.330500000
7544.412000,0.329650000
7544.614000,0.329800000
7544.815000,0.329400000
7545.017000,0.329400000
7545.219000,0.329300000
7545.421000,0.366900000
7545.623000,0.329300000
7545.824000,0.329250000
7546.026000,0.371450000
7546.228000,0.376350000
7546.430000,0.329350000
7546.632000,0.330600000
7546.833000,0.329250000
7547.035000,0.329150000
7547.237000,0.330900000
7547.439000,0.328950000
7547.641000,0.329600000
7547.842000,0.329150000
7548.044000,0.329150000
7548.246000,0.374100000
7548.448000,0.373950000
7548.650000,0.373950000
7548.851000,0.377500000
7549.053000,0.380300000
