uptime_s,current_a
1021.227000,0.377900000
1021.429000,0.378300000
1021.630000,0.378900000
1021.832000,0.378150000
1022.034000,0.378000000
1022.236000,0.379500000
1022.438000,0.377700000
1022.639000,0.378350000
1022.841000,0.383450000
1023.043000,0.377650000
1023.245000,0.332250000
1023.447000,0.369900000
1023.648000,0.331950000
1023.850000,0.332150000
1024.052000,0.333200000
1024.254000,0.332250000
1024.456000,0.332650000
1024.657000,0.331650000
1024.859000,0.331900000
1025.061000,0.332800000
1025.263000,0.331850000
1025.465000,0.332250000
1025.666000,0.381350000
1025.868000,0.359850000
1026.070000,0.337050000
1026.272000,0.331700000
1026.474000,0.332350000
1026.675000,0.331700000
1026.877000,0.332050000
1027.079000,0.332000000
1027.281000,0.331450000
1027.483000,0.332350000
1027.684000,0.331900000
1027.886000,0.332550000
1028.088000,0.332200000
1028.290000,0.331950000
1028.492000,0.331800000
1028.693000,0.332100000
1028.895000,0.331550000
1029.097000,0.331400000
1029.299000,0.332000000
1029.501000,0.333650000
1029.702000,0.331550000
1029.904000,0.331350000
1030.106000,0.331550000
1030.308000,0.331550000
1030.510000,0.331900000
1030.711000,0.341700000
1030.913000,0.331300000
1031.115000,0.648000000
1031.317000,0.592700000
1031.519000,0.613150000
1031.720000,0.621200000
1031.922000,0.571750000
1032.124000,0.576850000
1032.326000,0.641650000
1032.528000,0.648250000
1032.729000,0.709900000
1032.931000,0.685500000
1033.133000,0.628450000
1033.335000,0.598000000
1033.537000,0.702950000
1033.738000,0.662850000
1033.940000,0.604550000
1034.142000,0.624750000
1034.344000,0.600800000
1034.546000,0.609750000
1034.747000,1.309500000
1034.949000,0.576450000
1035.151000,0.572900000
1035.353000,0.571700000
1035.555000,0.587850000
1035.756000,0.609100000
1035.958000,0.584850000
1036.160000,0.579850000
1036.362000,0.572400000
1036.564000,0.582350000
1036.765000,0.614650000
1036.967000,0.590850000
1037.169000,0.589300000
1037.371000,0.567900000
1037.573000,0.573950000
1037.774000,0.664400000
1037.976000,0.608750000
1038.178000,0.995450000
1038.380000,0.579350000
1038.582000,0.569000000
1038.783000,0.590150000
1038.985000,0.661200000
1039.187000,0.604150000
1039.389000,0.631600000
1039.591000,0.618150000
1039.792000,0.696350000
1039.994000,0.664550000
1040.196000,0.625800000
1040.398000,0.614650000
1040.600000,0.658900000
1040.801000,0.665850000
1041.003000,0.655850000
1041.205000,0.629100000
1041.407000,0.633000000
1041.609000,0.928550000
1041.810000,1.214200000
1042.012000,1.157300000
1042.214000,1.383000000
1042.416000,1.038800000
1042.618000,0.979600000
1042.819000,1.189500000
1043.021000,1.033850000
1043.223000,0.980950000
1043.425000,0.995450000
1043.627000,0.968850000
1043.828000,1.200700000
1044.030000,1.019000000
1044.232000,0.982950000
1044.434000,1.003700000
1044.636000,0.944600000
1044.837000,0.852500000
1045.039000,1.148000000
1045.241000,0.935300000
1045.443000,1.488900000
1045.645000,0.984750000
1045.846000,0.898250000
1046.048000,0.995100000
1046.250000,0.978800000
1046.452000,1.547200000
1046.654000,0.986200000
1046.855000,0.887450000
1047.057000,0.997450000
1047.259000,1.394900000
1047.461000,1.354900000
1047.663000,1.036850000
1047.864000,0.989850000
1048.066000,1.107000000
1048.268000,0.981500000
1048.470000,1.339600000
1048.672000,1.040950000
1048.873000,0.991050000
1049.075000,1.040250000
1049.277000,1.004200000
1049.479000,1.361450000
1049.681000,1.098750000
1049.882000,1.064350000
1050.084000,1.010450000
1050.286000,1.020450000
1050.488000,1.296350000
1050.690000,0.999800000
1050.891000,0.937350000
1051.093000,1.187900000
1051.295000,0.989450000
1051.497000,1.270750000
1051.699000,1.005550000
1051.900000,0.936100000
1052.102000,1.240250000
1052.304000,0.992950000
1052.506000,1.393300000
1052.708000,1.204600000
1052.909000,0.990850000
1053.111000,1.386550000
1053.313000,1.029850000
1053.515000,0.987500000
1053.717000,1.062850000
1053.918000,1.049900000
1054.120000,0.628350000
1054.322000,0.645850000
1054.524000,0.649800000
1054.726000,0.602100000
1054.927000,0.609350000
1055.129000,0.646750000
1055.331000,0.642800000
1055.533000,0.704650000
1055.735000,0.694150000
1055.936000,0.555900000
1056.138000,0.577600000
1056.340000,0.683000000
1056.542000,0.618550000
1056.744000,0.600150000
1056.945000,0.594700000
1057.147000,0.579250000
1057.349000,1.311750000
1057.551000,1.507300000
1057.753000,0.934050000
1057.954000,0.878050000
1058.156000,0.984300000
1058.358000,1.087350000
1058.560000,1.163800000
1058.762000,0.991650000
1058.963000,1.341250000
1059.165000,1.153600000
1059.367000,0.989150000
1059.569000,1.060300000
1059.771000,1.003300000
1059.972000,1.383200000
1060.174000,1.060850000
1060.376000,1.340500000
1060.578000,1.055700000
1060.780000,0.993000000
1060.981000,1.380000000
1061.183000,1.041900000
1061.385000,0.991300000
1061.587000,1.049450000
1061.789000,0.989250000
1061.990000,1.057250000
1062.192000,1.045350000
1062.394000,1.200700000
1062.596000,1.315650000
1062.798000,0.986950000
1062.999000,0.963750000
1063.201000,0.907050000
1063.403000,0.933950000
1063.605000,1.304200000
1063.807000,1.505500000
1064.008000,0.990600000
1064.210000,1.058250000
1064.412000,1.013000000
1064.614000,1.299550000
1064.816000,1.157450000
1065.017000,0.990850000
1065.219000,0.996500000
1065.421000,0.945950000
1065.623000,1.391250000
1065.825000,1.054100000
1066.026000,0.996000000
1066.228000,1.578550000
1066.430000,1.044950000
1066.632000,0.968500000
1066.834000,1.049450000
1067.035000,1.453650000
1067.237000,1.484850000
1067.439000,0.992000000
1067.641000,0.987450000
1067.843000,1.157100000
1068.044000,0.947400000
1068.246000,1.387850000
1068.448000,1.349750000
1068.650000,0.923850000
1068.852000,1.004900000
1069.053000,0.961850000
1069.255000,1.309750000
1069.457000,1.004100000
1069.659000,1.117200000
1069.861000,1.060850000
1070.062000,1.001500000
1070.264000,1.408150000
1070.466000,1.091600000
1070.668000,0.998800000
1070.870000,1.392500000
1071.071000,1.053400000
1071.273000,1.378750000
1071.475000,1.251900000
1071.677000,0.992900000
1071.879000,1.308600000
1072.080000,0.996650000
1072.282000,0.690500000
1072.484000,1.004600000
1072.686000,0.957400000
1072.888000,1.243050000
1073.089000,1.141800000
1073.291000,0.988800000
1073.493000,1.004450000
1073.695000,0.987000000
1073.897000,0.922000000
1074.098000,1.046750000
1074.300000,0.942900000
1074.502000,1.009750000
1074.704000,0.957800000
1074.906000,0.919050000
1075.107000,1.465400000
1075.309000,0.993800000
1075.511000,1.526400000
1075.713000,1.008750000
1075.915000,0.920400000
1076.116000,1.038300000
1076.318000,0.991850000
1076.520000,1.318550000
1076.722000,1.219100000
1076.924000,1.009150000
1077.125000,1.012400000
1077.327000,1.203200000
1077.529000,1.332450000
1077.731000,0.995250000
1077.933000,0.931750000
1078.134000,1.026350000
1078.336000,0.935850000
1078.538000,1.315400000
1078.740000,0.971250000
1078.942000,0.966350000
1079.143000,1.036550000
1079.345000,0.956950000
1079.547000,1.369850000
1079.749000,1.126150000
1079.951000,0.944850000
1080.152000,1.033300000
1080.354000,1.609400000
1080.556000,1.402550000
1080.758000,1.048900000
1080.960000,0.994800000
1081.161000,1.310000000
1081.363000,1.051950000
1081.565000,1.048350000
1081.767000,1.057400000
1081.969000,1.210500000
1082.170000,1.380950000
1082.372000,1.060250000
1082.574000,0.997100000
1082.776000,0.952850000
1082.978000,1.007700000
1083.179000,1.366700000
1083.381000,1.039250000
1083.583000,0.987350000
1083.785000,1.062350000
1083.987000,1.015950000
1084.188000,1.331450000
1084.390000,1.161900000
1084.592000,1.360500000
1084.794000,1.063150000
1084.996000,1.007800000
1085.197000,1.387300000
1085.399000,1.045000000
1085.601000,1.002600000
1085.803000,1.373150000
1086.005000,1.046100000
1086.206000,1.377500000
1086.408000,1.335450000
1086.610000,0.996300000
1086.812000,1.608750000
1087.014000,1.047100000
1087.215000,1.429950000
1087.417000,1.139950000
1087.619000,0.992400000
1087.821000,1.319400000
1088.023000,1.161900000
1088.224000,0.940300000
1088.426000,1.002100000
1088.628000,1.007500000
1088.830000,0.883850000
1089.032000,1.012950000
1089.233000,0.940000000
1089.435000,1.014650000
1089.637000,0.964250000
1089.839000,0.919200000
1090.041000,1.006100000
1090.242000,0.954550000
1090.444000,1.247750000
1090.646000,1.047000000
1090.848000,1.547800000
1091.050000,1.183400000
1091.251000,0.993050000
1091.453000,1.271550000
1091.655000,1.205100000
1091.857000,1.464600000
1092.059000,1.058050000
1092.260000,0.993200000
1092.462000,1.365550000
1092.664000,1.035750000
1092.866000,0.953400000
1093.068000,1.007350000
1093.269000,0.945550000
1093.471000,1.322700000
1093.673000,1.018900000
1093.875000,0.940400000
1094.077000,1.055300000
1094.278000,1.010200000
1094.480000,0.910500000
1094.682000,1.569200000
1094.884000,0.947600000
1095.086000,1.550550000
1095.287000,1.045050000
1095.489000,0.947450000
1095.691000,1.053150000
1095.893000,0.997300000
1096.095000,1.366700000
1096.296000,1.100500000
1096.498000,1.003850000
1096.700000,1.063950000
1096.902000,1.461100000
